"OBJECTID","ProjectID","CapproID","Department","Category","Name","Status","Manager","Phone","Email","BondAmount","District 1","District 2","District 3","District 4","District 5","District 6","District 7","District 8","District 9","District 10","District 11","District 12","District 13","District 14","City Wide","LastModDt","DsgnAwardC","DsgnCmpltC","CnstAwardC","CnstStartC","CnstCmpltC","District","Legend"
"236","24602","PB12S244","PBW","Alley Reconstruction","Daybreak Dr (2303-2715) And Harbinger Ln (2304- 2612) A10351","Under Award - Construction","Ashok Patel","214-948-4124","ashok.patel@dallascityhall.com","$429,800.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Aug 12 06:55:05 PM","09/25/2013","12/10/2014","04/08/2015","11/09/2016","12/19/2016","12","Public Works - Alley"
"237","24666","PB12S307","PBW","Alley Reconstruction","Tree Shadow Trl (5902-5942) And Flintshire Ct (5901-5923) A10769","Under Award - Design","Syed Muntajibuddin","214-948-4669","mathew.ittoop@dallascityhall.com","$244,900.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Aug 29 10:44:17 AM","02/25/2015","10/03/2016","01/25/2017","04/03/2017","12/29/2017","12","Public Works - Alley"
"238","24579","PB12S221","PBW","Alley Reconstruction","Blue Mesa Dr (6834-6922) And Hillcrest Rd (17702-17726) A10597","Under Award - Design","Ashok Patel","214-948-4124","ashok.patel@dallascityhall.com","$182,300.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Aug 12 06:55:05 PM","10/22/2014","10/31/2016","03/29/2017","04/24/2017","03/30/2018","12","Public Works - Alley"
"275","24909","PB12S534","PBW","Street Resurfacing","Park Lane from Thackery St to Hillcrest Rd","Under Award - Construction","Mathew Ittoop",,,"$171,400.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Jun 22 02:43:31 PM",,,"04/13/2016","06/30/2016","02/28/2017","13","Public Works - Street"
"239","24595","PB12S237","PBW","Alley Reconstruction","Claren Ct (7114-7122) And Judi Ct (7104-7112) A10634","Under Award - Design","Ashok Patel","214-948-4124","ashok.patel@dallascityhall.com","$162,500.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Aug 12 06:55:05 PM","10/22/2014","10/31/2016","03/29/2017","04/24/2017","03/30/2018","12","Public Works - Alley"
"240","24616","PB12S257","PBW","Alley Reconstruction","Hillcrest Rd (17726-17820) And Blue Mesa Dr (6926-6930) A10597","Under Award - Design","Ashok Patel","214-948-4124","ashok.patel@dallascityhall.com","$129,500.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Aug 29 10:44:17 AM","10/22/2014","10/31/2016","03/29/2017","04/24/2017","03/30/2018","12","Public Works - Alley"
"241","24641","PB12S282","PBW","Alley Reconstruction","Leameadow Dr (7008-7028) And Knollview Dr (14944-14956) A9298","Under Award - Construction","Syed Muntajibuddin","214-948-4520","syed.muntajibuddin@dallascityhall.com","$149,800.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 29 10:44:16 AM","09/25/2013","06/22/2015","09/22/2015","03/14/2016","12/31/2017","11","Public Works - Alley"
"242","24651","PB12S292","PBW","Alley Reconstruction","Misty Meadow Dr (3403-3523) And Meadowchase Way (17903-17923) A11583","Under Award - Construction","Ashok Patel","214-948-4124","ashok.patel@dallascityhall.com","$230,100.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Aug 29 10:44:17 AM","09/25/2013","12/10/2014","04/08/2015","11/09/2015","12/19/2016","12","Public Works - Alley"
"243","24665","PB12S306","PBW","Alley Reconstruction","Townsley Ct (17203-17215) A9648","Under Award - Design","Ashok Patel","214-948-4124","ashok.patel@dallascityhall.com","$108,000.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Aug 29 10:44:17 AM","10/22/2014","10/31/2016","03/29/2017","04/24/2017","03/30/2018","12","Public Works - Alley"
"244","24627","PB12S268","PBW","Alley Reconstruction","La Avenida Dr (7607-7747) And La Bolsa Dr (7616-7748) A9186","Under Award - Construction","Liong So","214-948-4570","liong.so@dallascityhall.com","$322,500.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Aug 29 10:44:16 AM","09/25/2013","07/27/2015","01/27/2016","05/16/2016","09/30/2017","12","Public Works - Alley"
"245","24626","PB12S267","PBW","Alley Reconstruction","La Avenida Dr (7505-7607) And Meandering Way A9187","Under Award - Construction","Liong So","214-948-4570","liong.so@dallascityhall.com","$183,800.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Aug 29 10:44:17 AM","09/25/2013","07/27/2015","10/28/2015","05/16/2016","09/30/2017","12","Public Works - Alley"
"246","24619","PB12S260","PBW","Alley Reconstruction","Hilton Head Dr (5211-5315) And River Hill Cir (4708-4724) A10672","Under Award - Design","Syed Muntajibuddin","214-948-4669","mathew.ittoop@dallascityhall.com","$159,900.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Aug 29 10:44:17 AM","02/25/2015","10/03/2016","01/25/2017","04/03/2017","12/29/2017","12","Public Works - Alley"
"247","24620","PB12S261","PBW","Alley Reconstruction","Hilton Head Dr (5310-5420) And Harbor Town Dr (5305-5323) A18125","Under Award - Design","Syed Muntajibuddin","214-948-4669","mathew.ittoop@dallascityhall.com","$181,200.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Aug 29 10:44:17 AM","02/25/2015","10/03/2016","01/25/2017","04/03/2017","12/29/2017","12","Public Works - Alley"
"248","24572","PB12S214","PBW","Alley Reconstruction","Alto Caro Dr (7305-7447) And Clearhaven Dr (7306-7446) A9167","Under Award - Construction","Liong So","214-948-4570","liong.so@dallascityhall.com","$260,200.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Aug 08 04:46:49 PM","09/25/2013","07/14/2015","10/28/2015","05/16/2016","06/30/2017","12","Public Works - Alley"
"249","24628","PB12S269","PBW","Alley Reconstruction","La Cabeza (7707-7765) And Scotia (7702-7718) A9118","Under Award - Construction","Liong So","214-948-4570","liong.so@dallascityhall.com","$176,800.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Aug 29 10:44:16 AM","09/25/2013","10/26/2015","01/27/2016","08/01/2016","09/30/2017","12","Public Works - Alley"
"250","24632","PB12S273","PBW","Alley Reconstruction","La Manga Dr (7707-7765) And La Cabeza Dr (7708-7764) A9119","Under Award - Construction","Liong So","214-948-4570","liong.so@dallascityhall.com","$178,500.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Aug 29 10:44:17 AM","09/25/2013","10/26/2015","01/27/2016","08/01/2016","09/30/2017","12","Public Works - Alley"
"251","24562","PB12S203","PBW","Alley Petitions","Alley between Hurley Way and Lenel Place from Williamsburg Road to ""T"" alley south of Walnut Hill Lane","Under Award - Design","Dhiyaa Tohme","214-948-4001","wilkens.engmann@dallascityhall.com","$202,000.00","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","2016 Aug 29 10:48:07 AM","01/22/2014","08/30/2016","12/14/2016","02/01/2017","06/15/2018","6","Public Works - Alley"
"252","24741","PB12S388","PBW","Street Resurfacing","Walnut Hill Ln from 500' west of Dale Crest Dr to Webb Chapel","Under Award - Construction","Mathew Ittoop",,,"$690,000.00","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","2016 Jul 13 12:45:15 PM",,,"04/13/2016","06/30/2016","02/28/2017","6,13","Public Works - Street"
"253","24701","PB12S343","PBW","Street Resurfacing","Forest from High Meadow to Josey","Under Award - Construction","Mathew Ittoop",,,"$1,277,900.00","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","2016 Jun 22 02:26:23 PM",,,"04/13/2016","06/30/2016","02/28/2017","6,13","Public Works - Street"
"254","24836","PB12S609","PBW","Target Neighborhood","Phoenix from Fair Oaks to Holly Hill","Under Award - Design","Lap Trinh","214-948-4258","lap.trinh@dallascityhall.com","$857,200.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Aug 29 11:08:52 AM","12/11/2013","09/30/2016","12/14/2016","01/09/2017","12/31/2017","13","Public Works - Other"
"255","24831","PB12S604","PBW","Target Neighborhood","Holly Hill from Phoenix to Pineland","Under Award - Design","Lap Trinh","214-948-4258","lap.trinh@dallascityhall.com","$857,200.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Aug 10 12:02:10 PM","12/11/2013","09/30/2016","12/14/2016","01/09/2017","12/31/2017","13","Public Works - Other"
"276","24914","PB12S539","PBW","Street Resurfacing","Pensive from Walnut Hill to Merrell","Under Award - Construction","Mathew Ittoop",,,"$327,900.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Jun 22 02:43:56 PM",,,"04/13/2016","06/30/2016","02/28/2017","13","Public Works - Street"
"256","24799","PB12S447","PBW","Street Reconstruction","Weeburn from Marsh to Mid Pines","Under Award - Construction","Luis Montano","214-948-4128","luis.montano@dallascityhall.com","$752,100.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Aug 29 11:04:38 AM","11/12/2013","08/07/2015","10/28/2015","12/14/2015","12/02/2016","13","Public Works - Street"
"257","24955","PB12S581","PBW","Street Resurfacing","Wonderland Trl from Northaven Rd to Peter Pan Dr","Remaining to-be-awarded","Mathew Ittoop",,,"$269,200.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Jun 22 02:48:49 PM",,,"04/12/2017","06/01/2017","12/30/2017","13","Public Works - Street"
"258","24585","PB12S227","PBW","Alley Reconstruction","Catamore Ln (3117-3185) And Flowerdale Ln (3112-3162)  A11081","Under Award - Construction","Cornelio Rivera","214-948-4679",,"$195,800.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Aug 12 05:55:55 PM","12/11/2013","10/15/2015","01/27/2016","03/21/2016","09/30/2016","13","Public Works - Alley"
"259","24587","PB12S229","PBW","Alley Reconstruction","Cedar Bend Dr (12317-12417)  A5499","Under Award - Construction","Cornelio Rivera","214-948-4679","cornelio.rivera@dallascityhall.com","$191,900.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Aug 10 09:33:21 AM","12/11/2013","10/15/2015","01/27/2016","03/21/2016","01/31/2017","13","Public Works - Alley"
"260","24601","PB12S243","PBW","Alley Reconstruction","Cromwell Dr (12112-12132) And High Mesa Dr (3404-3416)  A5324","Under Award - Construction","Cornelio Rivera","214-948-44162",,"$81,700.00","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","2016 Aug 10 09:39:30 AM","09/25/2013","10/15/2015","01/27/2016","03/21/2016","01/31/2017","6","Public Works - Alley"
"261","24603","PB12S245","PBW","Alley Reconstruction","Deep Valley Dr (3920-3980) And Clear Cove Ln (3911-3951)  A5561","Under Award - Construction","Cornelio Rivera","214-948-4679","cornelio.rivera@dallascityhall.com","$318,700.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Aug 10 09:39:30 AM","09/25/2013","10/15/2015","01/27/2016","03/21/2016","01/31/2017","13","Public Works - Alley"
"262","24605","PB12S246","PBW","Alley Reconstruction","Del Roy Dr (5209-5439) And Preston Haven Dr (5208-5438)  A8974","Under Award - Construction","Cornelio Rivera","214-948-4679","cornelio.rivera@dallascityhall.com","$296,400.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Aug 29 10:44:16 AM","09/25/2013","12/05/2014","04/08/2015","09/28/2015","12/31/2016","13","Public Works - Alley"
"263","24598","PB12S240","PBW","Alley Reconstruction","Coral Gables Dr (3608-3660) And Pallos Verdas Dr (3627-3675)  A5411","Under Award - Construction","Cornelio Rivera","214-948-4679","cornelio.rivera@dallascityhall.com","$186,000.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Aug 10 09:39:30 AM","09/25/2013","10/15/2014","01/27/2016","03/21/2016","01/31/2017","13","Public Works - Alley"
"264","24779","PB12S427","PBW","Street Reconstruction","Aberdeen Ave from Preston Rd to Tulane St","Under Award - Construction","Luis Montano","214-948-4128","luis.montano@dallascityhall.com","$909,100.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Aug 29 11:04:39 AM","11/12/2013","08/07/2015","10/28/2015","12/14/2015","01/27/2017","13","Public Works - Street"
"265","24570","PB12S212","PBW","Alley Reconstruction","Allencrest Ln (4608-4732) And Forest Ln (4609-4719)  A5246","Under Award - Construction","Cornelio Rivera","214-948-4679","cornelio.rivera@dallascityhall.com","$209,400.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Aug 12 04:34:13 PM","09/25/2013","12/31/2014","04/08/2015","09/28/2015","09/30/2016","13","Public Works - Alley"
"266","24571","PB12S213","PBW","Alley Reconstruction","Allencrest Ln (4807-4931) And Nashwood Ln (4808-4918)  A5244","Under Award - Construction","Cornelio Rivera","214-948-4679","cornelio.rivera@dallascityhall.com","$274,000.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Aug 10 09:24:33 AM","09/25/2013","12/31/2014","04/08/2015","09/28/2015","12/31/2016","13","Public Works - Alley"
"267","24578","PB12S220","PBW","Alley Reconstruction","Beauty Ln (10804-11030) And Royal Ln (3461-3461) A5447","Under Award - Construction","Cornelio Rivera","214-948-4679",,"$317,200.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Aug 12 05:55:24 PM","09/25/2013","10/15/2015","01/27/2016","03/21/2016","09/30/2016","13","Public Works - Alley"
"268","24580","PB12S222","PBW","Alley Reconstruction","Boca Bay Dr (4109-4263) And Shady Bend Dr (4110-4264)  A5528","Under Award - Construction","Cornelio Rivera","214-948-4679","cornelio.rivera@dallascityhall.com","$376,600.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Aug 12 05:13:14 PM","09/25/2013","12/31/2014","04/08/2015","09/28/2015","08/30/2016","13","Public Works - Alley"
"269","24581","PB12S223","PBW","Alley Reconstruction","Brookview Dr (4400-4538) And Gloster Rd (4407-4533)  A3086","Under Award - Design","Marco Bravo",,"horacio.pizzarello@dallascityhall.com","$295,500.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Aug 12 01:53:09 PM","09/25/2013","08/22/2016","12/14/2016","01/16/2017","03/30/2018","13","Public Works - Alley"
"270","24584","PB12S226","PBW","Alley Reconstruction","Caruth Blvd (7403-7543) And Colgate Ave (7402-7542)  A3880","Under Award - Design","Marco Bravo","214-948-5350","horacio.pizzarello@dallascityhall.com","$241,000.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Aug 12 01:53:23 PM","09/25/2013","08/22/2016","12/14/2016","01/16/2017","03/30/2018","13","Public Works - Alley"
"271","24588","PB12S230","PBW","Alley Reconstruction","Cedarbrush Dr (3809-3951) And Goodfellow Dr (3810-3948)  A5588","Under Award - Construction","Cornelio Rivera","214-948-4679","cornelio.rivera@dallascityhall.com","$305,800.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Aug 10 09:33:21 AM","09/25/2013","10/15/2015","01/27/2016","03/21/2016","01/31/2017","13","Public Works - Alley"
"272","24589","PB12S231","PBW","Alley Reconstruction","Chapel Downs Dr (3108-3256) And Timberview Rd (3111-3253)  A5691","Under Award - Construction","Cornelio Rivera","214-948-4162","cornelio.rivera@dallascityhall.com","$349,000.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Aug 12 05:13:46 PM","09/25/2013","10/15/2015","01/27/2016","03/21/2016","08/30/2016","13","Public Works - Alley"
"277","24931","PB12S556","PBW","Street Resurfacing","Shady Bend from Midway to Haydale","Remaining to-be-awarded","Mathew Ittoop",,,"$205,900.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Jun 22 02:45:51 PM",,,"04/12/2017","06/01/2017","12/30/2017","13","Public Works - Street"
"278","24937","PB12S562","PBW","Street Resurfacing","Stefani Dr from Thackery St to Hillcrest Rd","Remaining to-be-awarded","Mathew Ittoop",,,"$128,500.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Jun 22 02:46:37 PM",,,"04/12/2017","06/01/2017","12/30/2017","13","Public Works - Street"
"279","24941","PB12S566","PBW","Street Resurfacing","Timberview from Pensive to Webb Chapel","Under Award - Construction","Mathew Ittoop",,,"$294,800.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Jun 22 02:47:15 PM",,,"04/13/2016","06/30/2016","02/28/2017","13","Public Works - Street"
"280","24568","PB12S210","PBW","Alley Petitions","Capps Dr & Rexford Dr from. Lemmon Ave parallel to Glencrest Ln","Under Award - Design","Dhiyaa Tohme","214-948-4001","wilkens.engmann@dallascityhall.com","$146,900.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Aug 29 10:49:52 AM","01/22/2014","08/30/2016","12/14/2016","02/01/2017","06/15/2018","13","Public Works - Alley"
"281","24560","PB12S202","PBW","Alley Petitions","Alley between Hibernia Street and State Street from Boll Street to Worthington Street","Under Award - Design","Dhiyaa Tohme","214-948-4001","wilkens.engmann@dallascityhall.com","$91,800.00","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","2016 Aug 29 10:47:49 AM","01/22/2014","08/30/2016","12/14/2016","02/01/2017","06/15/2018","14","Public Works - Alley"
"282","24559","PB12S201","PBW","Alley Petitions","Alley between Hibernia Street and McKinney Avenue from Routh Street to Boll Street","Under Award - Design","Dhiyaa Tohme","214-948-4001","wilkens.engman@dallascityhall.com","$94,300.00","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","2016 Aug 29 10:47:22 AM","01/22/2014","08/30/2016","12/14/2016","02/01/2017","06/15/2018","14","Public Works - Alley"
"283","24565","PB12S207","PBW","Alley Petitions","Alley between State Street and Thomas Avenue from Routh Street to Boll Street","Under Award - Design","Dhiyaa Tohme","214-948-4001","wilkens.engmann@dallascityhall.com","$91,800.00","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","2016 Aug 29 10:49:06 AM","01/22/2014","08/30/2016","12/14/2016","02/01/2017","06/15/2018","14","Public Works - Alley"
"284","24679","PB12S321","PBW","Street Resurfacing","Abrams Rd from Mockingbird Ln to Lange Cir","Under Award - Construction","Mathew Ittoop",,,"$524,600.00","false","false","false","false","false","false","false","false","true","false","false","false","false","true","false","2016 Aug 29 10:44:17 AM","01/01/1900",,"04/13/2016","06/30/2016","02/28/2017","9,14","Public Works - Street"
"285","24719","PB12S362","PBW","Street Resurfacing","Lemmon Ave from W. University Blvd to Bluffview Blvd","Under Award - Construction","Mathew Ittoop",,,"$407,700.00","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","2016 Jun 22 02:29:06 PM",,,"04/13/2016","06/30/2016","02/28/2017","2","Public Works - Street"
"286","24720","PB12S363","PBW","Street Resurfacing","Main St from Harwood to Lamar","Under Award - Construction","Mathew Ittoop",,,"$730,200.00","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","2016 Jun 22 02:29:06 PM",,,"04/13/2016","06/30/2016","02/28/2017","14","Public Works - Street"
"287","24760","PB12S408","PBW","Complete Street","Knox from Katy Trail to US 75","Remaining to-be-awarded","Marco Bravo","214-948-5350","marco.bravo@dallascityhall.com","$734,700.00","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","2016 Aug 29 10:56:15 AM","11/09/2016","11/23/2017","03/21/2018","06/10/2018","06/01/2019","14","Public Works - Street"
"288","24746","PB12S394","PBW","Complete Street","Greenville from Belmont to Bell and from Alta to Ross","Under Award - Construction","Jaime Gomez","214-948-4617","jaime.gomez@dallascityhall.com","$3,673,500.00","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","2016 Sep 06 02:27:56 PM","11/21/2014","04/29/2015","06/17/2015","09/14/2015","09/30/2016","14","Public Works - Street"
"289","24690","PB12S332","PBW","Street Resurfacing","Cole from Harvard to Lee","Under Award - Construction","Mathew Ittoop",,,"$664,700.00","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","2016 Jun 22 02:25:53 PM","01/01/1900",,"04/13/2016","06/30/2016","02/28/2017","14","Public Works - Street"
"290","24683","PB12S325","PBW","Street Resurfacing","Avondale from Throckmorton to Oak Lawn Ave","Under Award - Construction","Mathew Ittoop",,,"$106,900.00","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","2016 Aug 29 10:44:17 AM",,,"04/13/2016","06/30/2016","02/28/2017","14","Public Works - Street"
"291","24723","PB12S366","PBW","Street Resurfacing","McMillan from Willis to Monticello","Remaining to-be-awarded","Mathew Ittoop",,,"$375,600.00","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","2016 Sep 06 12:37:10 PM",,,"04/12/2017","06/01/2017","12/01/2017","14","Public Works - Street"
"292","24744","PB12S391","PBW","Complete Street","Cedar Springs Ave from Douglas to Oak Lawn","On Hold","Syed Muntajibuddin","214-948-4244","barbara.reading@dallascityhall.com","$1,304,100.00","false","true","false","false","false","false","false","false","false","false","false","false","false","true","false","2016 Aug 29 10:56:15 AM","08/27/2014",,"01/25/2017","04/10/2017","12/31/2018","2,14","Public Works - Street"
"293","24845","PB12S619","PBW","Trails","Runyon Creek Greenbelt Trail (Glendale Park Loop Trail from Wagon Wheels Trl. and Lazy River Dr. south along Ricketts Br. onto University Dr.)","Under Award - Construction","John Reynolds (PKR)","670-5454","john.reynolds@dallascityhall.com","$3,673,600.00","false","false","true","false","false","false","false","true","false","false","false","false","false","false","false","2016 Aug 29 11:08:52 AM","01/08/2014","12/01/2015","04/30/2016","04/30/2016","10/31/2017","3,8","Public Works - Other"
"294","24847","PB12S622","PBW","Trails","Trail from Timberglen Park to Barry Barker Park","Under Award - Design","Richard Ritz (PKR)","670-4104","richard.ritz@dallascityhall.com","$2,081,700.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Aug 29 11:08:52 AM","01/08/2014",,"10/30/2015",,"01/31/2017","12","Public Works - Other"
"348","20474","PRK06498","PKR","Trail Development","Timberglen Trail","Remaining to-be-awarded","John R. O'Connor","(214) 670-4124",,"$150,000.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2014 May 14 03:08:13 PM","12/30/2009","04/30/2011","07/30/2011","09/30/2011","12/31/2015","12","Park and Recreation"
"295","24846","PB12S621","PBW","Intergovernmental Partnership Projects","SOPAC Trail Phase 3 (East Dallas Veloway)SOPAC Trail Phase 3 (East Dallas Veloway)","Under Award - Construction","Anshi Jin","214-948-4253","anshi .jin@dallascityhall.com","$2,081,700.00","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","2016 Sep 06 11:45:07 AM","03/17/1909","11/30/2015","02/26/1916","10/15/2016","12/01/2017","9","Public Works - Other"
"296","25044","EC12S800","OED","Economic Development","Canyon Boulevard","Under Award - Construction","Barbara Reading",,,"$10,000,000.00","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","2015 Nov 13 04:34:30 PM",,"07/25/2013","06/25/2014","08/01/2014","12/31/2015","Citywide","Economic Development"
"297","24848","PB12S623","PBW","Trails","Trinity Strand Phase 2 from IH 35 at Oak Lawn to DART's Inwood Station","Under Award - Design","Richard Ritz","214-670-4104","richard.ritz@dallascityhall.com","$3,358,500.00","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","2016 Sep 06 12:14:56 PM","08/12/2015",,"03/31/2017",,"12/31/2018","2","Public Works - Other"
"298","24843","PB12S617","PBW","Trails","Lake Highlands Trail from the White Rock Creek Trail to Skillman","Under Award - Design","Richard Stauffer (PKR)","670-4105","richard.stauffer@dallascityhall.com","$1,600,000.00","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","2016 Aug 29 11:08:52 AM","01/08/2014",,"08/30/2016",,"03/31/2017","10","Public Works - Other"
"299","24842","PB12S616","PBW","Trails","Flag Pole Hill Trail from Goforth to the future Park facility at the Jules Muchart Army Reserve Building","Under Award - Design","Richard Stauffer (PKR)","670-4105","richard.stauffer@dallascityhall.com","$1,200,000.00","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","2016 Aug 29 11:08:52 AM","01/08/2014",,"09/30/2016",,"11/30/2017","10","Public Works - Other"
"300","24840","PB12S614","PBW","Trails","Bachman Lake Trail","Under Award - Design","Richard Ritz (PKR)","670-4104","richard.ritz@dallascityhall.com","$1,600,000.00","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","2016 Aug 29 11:08:52 AM","08/10/2011","06/30/2014","08/31/2016",,"12/31/2016","2,6,13","Public Works - Other"
"301","24841","PB12S615","PBW","Trails","Elmwood Parkway pedestrian connection to Kiest Park","Under Award - Construction","John Reynolds (PKR)","670-5454","john.reynolds@dallascityhall.com","$896,300.00","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 29 11:08:52 AM","01/08/2014",,"09/09/2015",,"08/31/2016","1,4","Public Works - Other"
"302","24849","PB12S624","PBW","Trails","Trinity Trail from Sylvan to Moore Park","Under Award - Construction","Luis Rivera","214-670-6014","luis.rivera2@dallascityhall.com","$6,418,400.00","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","2016 Aug 29 11:08:52 AM",,,"01/29/2014",,"06/30/2016","Citywide","Public Works - Other"
"303","25070","PB12P833","PBW","Alley Reconstruction","Flowerdale Ln and Catamore Ln - Dundee Dr to Royal Chapel Dr","Under Award - Construction","Cornelio Rivera","214-948-4679","cornelio.rivera@dallascityhall.com","$0.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Sep 06 06:09:13 PM","09/25/2013","12/31/2014","04/08/2015","09/28/2015","12/31/2016","13","Public Works - Alley"
"304","24844","PB12S618","PBW","Trails","Northaven Trail Extension","Remaining to-be-awarded",,,,"$1,710,600.00","false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","2016 Aug 29 11:08:52 AM",,"11/01/2014","09/14/2016",,"10/15/2017","11,13","Public Works - Other"
"305","24750","PB12S398","PBW","Complete Street","MLK from R.B. Cullum to S.M. Wright","Under Award - Construction","Dhiyaa Tohme","214-948-4263","dhiyaa.tohme@dallascityhall.com","$468,900.00","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","2016 Aug 29 10:56:15 AM","12/11/2013","02/27/2015","06/17/2015","07/06/2015","12/31/2016","7","Public Works - Street"
"306","24753","PB12S401","PBW","Intergovernmental Partnership Projects","Keller Springs / Preston / Westgrove  (S401)","Under Award - Construction","Aniswarie Kanamazina",,,"$306,100.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Sep 06 11:45:07 AM","04/06/2011","03/20/2015","06/17/2015","11/16/2015","08/22/2016","12","Public Works - Other"
"307","24751","PB12S399","PBW","Gateway","West Dallas Gateway","Under Award - Design","Haytham Hassan","214-948-4677","haytham.hassan@dallascityhall.com","$34,300,000.00","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","2016 Sep 06 06:00:09 PM","01/08/2014","06/20/2017","10/20/2017","11/20/2017","10/20/2019","6","Public Works - Other"
"308","24714","PB12S357","PBW","Street Resurfacing","Jefferson (W) from Rosemont to Hampton","Under Award - Construction","Mathew Ittoop",,,"$949,300.00","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","2016 Jun 22 02:28:33 PM",,,"04/13/2016","06/30/2016","02/28/2017","1","Public Works - Street"
"309","24713","PB12S356","PBW","Street Resurfacing","Jefferson (W) from Beckley to Madison","On Hold","Mathew Ittoop",,,"$293,300.00","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 30 10:06:01 AM",,,,,,"1","Public Works - Street"
"310","24728","PB12S372","PBW","Street Resurfacing","Mockingbird Ln (W) from Maple to Harry Hines","Under Award - Construction","Mathew Ittoop",,,"$1,010,100.00","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","2016 Jun 28 05:56:10 PM",,,"04/13/2016","06/30/2016","02/28/2017","2","Public Works - Street"
