OBJECTID,ProjectNum,ProjectID,Name,Description,ProgramYr,Program,Category,Status,Department,Manager,Phone,Email,BondAmount,DsgnAwardA,DsgnAwardE,DsgnCmpltA,DsgnCmpltE,CnstAwardA,CnstAwardE,CnstStartA,CnstStartE,CnstCmpltA,CnstCmpltE,CD01,CD02,CD03,CD04,CD05,CD06,CD07,CD08,CD09,CD10,CD11,CD12,CD13,CD14,CDCW,LastModDt,DsgnAwardC,DsgnCmpltC,CnstAwardC,CnstStartC,CnstCmpltC,District,OrigBudgeAmt,CurrentBudget,AmountPaid,CurrentCommit,DistrictCurrent,Shape__Length
106778,1008974,PB12S407,Henderson St from US 75 to Ross Ave,Street scape improvements,2012,Street and Transportation,Complete Street,Complete,PBW,Dhiyaa Tohme,,dhiyaa.tohme@dallas.gov,1312100,2016/05/11 05:00:00+00,2016/05/11 05:00:00+00,2018/07/28 05:00:00+00,2018/07/28 05:00:00+00,2018/10/24 05:00:00+00,2018/10/24 05:00:00+00,2019/03/25 05:00:00+00,2019/03/25 05:00:00+00,2020/12/15 06:00:00+00,2020/12/15 06:00:00+00,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/11/23 06:00:00+00,2016/05/11 05:00:00+00,2018/07/28 05:00:00+00,2018/10/24 05:00:00+00,2019/03/25 05:00:00+00,2020/12/15 06:00:00+00,TBD,1312100,7296905.85,3224552.65,3423346.47,"2,14",6087.79498782869
106779,1008975,PB12S408,Knox from Katy Trail to US 75,"Complete streets improvements.Design Consultant - Huitt-Zollars, Inc.  . Construction of mixed use development on the west end of this project at Katy Trail satrted",2012,Street and Transportation,Complete Street,Under Design,STS,Dhiyaa Tohme,,dhiyaa.tohme@dallas.gov,734700,2017/03/22 05:00:00+00,2017/03/22 05:00:00+00,,2025/04/29 05:00:00+00,,2025/05/28 05:00:00+00,,2025/08/30 05:00:00+00,,2027/01/27 06:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/02/01 06:00:00+00,2017/03/22 05:00:00+00,2025/04/29 05:00:00+00,2025/05/28 05:00:00+00,2025/08/30 05:00:00+00,2027/01/27 06:00:00+00,14,734700,780182.46,138696,263308.87,14,1638.301296006
106780,1008976,PB12S409,Meadowcreek Drive Arapaho to Campbell - pedestrian and traffic calming improvements,"Meadowcreek sidewalk improvement project has been constructed through sidewalk improvement program. Construction was finalized in November, 2020",2012,Street and Transportation,Complete Street,Complete,STS,Orlando Carrillo Maffei,(214) 670-8140,orlando.maffei@dallas.gov,271800,2014/09/10 05:00:00+00,2014/09/10 05:00:00+00,,2015/07/29 05:00:00+00,2020/06/10 05:00:00+00,2020/06/10 05:00:00+00,2020/10/07 05:00:00+00,2020/10/07 05:00:00+00,2020/11/20 06:00:00+00,2020/11/20 06:00:00+00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2023/05/04 05:00:00+00,2014/09/10 05:00:00+00,2015/07/29 05:00:00+00,2020/06/10 05:00:00+00,2020/10/07 05:00:00+00,2020/11/20 06:00:00+00,TBD,271800,34308.68,14472.72,23825.16,"11,12",6464.11127697614
106781,1008977,PB12S410,Cypress Hills Dr from La Cosa Dr to south of Liberty Hill (e,,2012,Street and Transportation,Sidewalk Improvements,Complete,PBW,,,,110200,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024/10/02 05:00:00+00,,,,,,,110200,4764.51,2951,5451.45,11,2088.2348668498
106782,1008978,PB12S411,Denton Dr from Storey Rd to Community Dr (west side only),,2012,Street and Transportation,Sidewalk Improvements,Complete,PBW,,,,20000,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2023/05/04 05:00:00+00,,,,,,,20000,0,0,0,6,1601.95196872733
106783,1008980,PB12S413,Hughes Lane from Lafayette Way to the alley north of Linden Ln,Sidewalk Construction,2012,Street and Transportation,Sidewalk Improvements,Complete,PBW,Dhiyaa Tohme,,dhiyaa.tohme@dallas.gov,137800,2014/09/10 05:00:00+00,2014/09/10 05:00:00+00,2016/07/29 05:00:00+00,2016/07/29 05:00:00+00,,2017/08/05 05:00:00+00,2018/01/05 06:00:00+00,2018/01/05 06:00:00+00,2018/02/04 06:00:00+00,2018/02/04 06:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024/11/23 06:00:00+00,2014/09/10 05:00:00+00,2016/07/29 05:00:00+00,2017/08/05 05:00:00+00,2018/01/05 06:00:00+00,2018/02/04 06:00:00+00,TBD,137800,18549.32,58434.68,10587.89,11,916.283141936888
106784,1008985,PB12S418,Crenshaw Dr from Cushing Dr to Old Seagoville Rd,"The improvements will consist of approximately 1,050 linear feet of 6-inch thick, 4000 pounds per square inch reinforced concrete pavement with a 6-inch lime stabilized base course and 6-inch high integral curbs.  Driveway approaches will be 6-inch thick reinforced concrete and sidewalks will be 4-inch thick reinforced concrete. The roadway will be 26 feet wide and the sidewalks will be four feet wide. Water main improvements will include an upgrade to 8-inch pipe.",2012,Street and Transportation,Street Petitions,Complete,STS,Kevin Taylor,,kevin.taylor1@dallascityhall.com,857200,2013/12/11 06:00:00+00,2013/12/11 06:00:00+00,2018/05/16 05:00:00+00,2018/05/16 05:00:00+00,2018/09/26 05:00:00+00,2018/09/26 05:00:00+00,2019/05/13 05:00:00+00,2019/05/13 05:00:00+00,2020/04/30 05:00:00+00,2020/04/30 05:00:00+00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024/11/23 06:00:00+00,2013/12/11 06:00:00+00,2018/05/16 05:00:00+00,2018/09/26 05:00:00+00,2019/05/13 05:00:00+00,2020/04/30 05:00:00+00,05,857200,629802.83,496589.06,139108.01,5,1142.17589452954
106785,1008986,PB12S419,Elmdale Pl from Polk St to Tyler St,,2012,Street and Transportation,Street Petitions,Complete,PBW,,,,455500,2013/09/25 05:00:00+00,2013/09/25 05:00:00+00,2015/01/27 06:00:00+00,2015/01/27 06:00:00+00,2015/08/12 05:00:00+00,2015/08/12 05:00:00+00,2016/05/31 05:00:00+00,2016/05/31 05:00:00+00,2018/05/21 05:00:00+00,2018/05/21 05:00:00+00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/10/06 05:00:00+00,2013/09/25 05:00:00+00,2015/01/27 06:00:00+00,2015/08/12 05:00:00+00,2016/05/31 05:00:00+00,2018/05/21 05:00:00+00,TBD,455500,268834.99,294077.14,295851.94,1,650.612841227624
106786,1008987,PB12S420,Fernheath Ln from South Beltline Rd. to Dead End,"Street improvements of Fernheath Ln to provide 6"" reinforced concrete pavement with curb and gutter, sidewalks, drive approaches.",2012,Street and Transportation,Street Petitions,Complete,PBW,Rebecca Carr,214-948-4570,rebecca.carr@dallas.gov,1285700,2013/12/11 06:00:00+00,2013/12/11 06:00:00+00,2020/06/04 05:00:00+00,2020/06/04 05:00:00+00,,2022/04/27 05:00:00+00,,2022/12/13 06:00:00+00,,2023/07/21 05:00:00+00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2025/01/18 06:00:00+00,2013/12/11 06:00:00+00,2020/06/04 05:00:00+00,2022/04/27 05:00:00+00,2022/12/13 06:00:00+00,2023/07/21 05:00:00+00,08,1285700,3092721.72,547321.08,715443.84,8,827.129590452937
106787,1008988,PB12S422,Longhorn Street from Bar X St to Ferguson Rd,Street Petitions,2012,Street and Transportation,Street Petitions,Complete,PBW,Lap Trinh,,lap.trinh@dallascityhall.com,832700,2013/09/25 05:00:00+00,2013/09/25 05:00:00+00,2016/05/16 05:00:00+00,2016/05/16 05:00:00+00,2016/08/24 05:00:00+00,2016/08/24 05:00:00+00,2017/02/06 06:00:00+00,2017/02/06 06:00:00+00,2017/10/18 05:00:00+00,2017/10/18 05:00:00+00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024/08/30 05:00:00+00,2013/09/25 05:00:00+00,2016/05/16 05:00:00+00,2016/08/24 05:00:00+00,2017/02/06 06:00:00+00,2017/10/18 05:00:00+00,TBD,832700,1599262.59,61680,64294.13,7,1056.85604706689
106788,1008989,PB12S421,Gardenview Dr from Alto Garden Dr to Loma Garden Av,Street Petition,2012,Street and Transportation,Street Petitions,Complete,PBW,Horacio Pizzarello,214.948.5350 ,horacio.pizzarello@dallas.gov,1469400,2015/05/27 05:00:00+00,2015/05/27 05:00:00+00,2016/07/30 05:00:00+00,2016/07/30 05:00:00+00,2018/09/26 05:00:00+00,2018/09/26 05:00:00+00,2019/01/28 06:00:00+00,2019/01/28 06:00:00+00,2019/10/31 05:00:00+00,2019/10/31 05:00:00+00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2025/01/18 06:00:00+00,2015/05/27 05:00:00+00,2016/07/30 05:00:00+00,2018/09/26 05:00:00+00,2019/01/28 06:00:00+00,2019/10/31 05:00:00+00,05,1469400,-761544.82,79905.86,129398.96,5,651.871886987308
106789,1008990,PB12S423,Michigan Ave from Saner Ave to Hobson Ave,"The improvements will consist of approximately 630 linear feet of 6-inch thick, 4000 pounds per square inch reinforced concrete pavement with a 6-inch lime stabilized base course and 6-inch high integral curbs.  Driveway approaches will be 6-inch thick reinforced concrete and sidewalks will be 4-inch thick reinforced concrete. The roadway will be 26 feet wide and the sidewalks will be four feet wide. Storm drainage improvements will include 21-inch and 24-inch pipe and 10-foot inlets.",2012,Street and Transportation,Street Petitions,Complete,PBW,Kevin Taylor,,kevin.taylor1@dallascityhall.com,446900,2013/12/11 06:00:00+00,2013/12/11 06:00:00+00,2018/05/16 05:00:00+00,2018/05/16 05:00:00+00,2018/09/26 05:00:00+00,2018/09/26 05:00:00+00,2019/05/13 05:00:00+00,2019/05/13 05:00:00+00,2020/04/30 05:00:00+00,2020/04/30 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024/11/23 06:00:00+00,2013/12/11 06:00:00+00,2018/05/16 05:00:00+00,2018/09/26 05:00:00+00,2019/05/13 05:00:00+00,2020/04/30 05:00:00+00,04,446900,571258.44,458360.77,133297.21,4,658.807553991643
106790,1008991,PB12S424,Palacios Ave from Ottawa Rd to Canada Dr,"Improvement of the existing asphalt pvmt. with a 26 FT wide pavement with curb, gutter & sidewalk.",2012,Street and Transportation,Street Petitions,Complete,STS,Derek White,214-948-4308,derek.white@dallas.gov,471400,,2014/01/22 06:00:00+00,2016/11/24 06:00:00+00,2016/11/24 06:00:00+00,2017/02/22 06:00:00+00,2017/02/22 06:00:00+00,2017/06/06 05:00:00+00,2017/06/06 05:00:00+00,,2018/12/17 06:00:00+00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2024/08/29 05:00:00+00,2014/01/22 06:00:00+00,2016/11/24 06:00:00+00,2017/02/22 06:00:00+00,2017/06/06 05:00:00+00,2018/12/17 06:00:00+00,TBD,471400,1043082.37,35760,5056.14,6,686.62028636006
106791,1008992,PB12S425,Rockwood St from Jerden Ln to Pembroke Ave,,2012,Street and Transportation,Street Petitions,Complete,PBW,,,,979600,2013/09/25 05:00:00+00,2013/09/25 05:00:00+00,2015/04/30 05:00:00+00,2015/04/30 05:00:00+00,2015/09/10 05:00:00+00,2015/09/10 05:00:00+00,2015/06/10 05:00:00+00,2015/06/10 05:00:00+00,2017/05/30 05:00:00+00,2017/05/30 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024/09/04 05:00:00+00,2013/09/25 05:00:00+00,2015/04/30 05:00:00+00,2015/09/10 05:00:00+00,2015/06/10 05:00:00+00,2017/05/30 05:00:00+00,TBD,979600,282005.03,526399.07,527484,4,948.713975662171
106792,1008993,PB12S426,Stevens St from Cayuga Dr to Davilla Ave and Davilla Ave from Stevens St to Drake St,"Improvement of the existing asphalt pvmt. with a 26 FT wide pavement with curb, gutter & sidewalk.",2012,Street and Transportation,Street Petitions,Complete,STS,Wilkens Engmann,,wilkens.engmann@dallascityhall.com,673500,2014/01/22 06:00:00+00,2014/02/26 06:00:00+00,2017/02/17 06:00:00+00,2017/02/21 06:00:00+00,2017/04/12 05:00:00+00,2014/03/14 05:00:00+00,2017/05/30 05:00:00+00,2017/05/30 05:00:00+00,2018/04/23 05:00:00+00,2018/04/23 05:00:00+00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/09/23 05:00:00+00,2014/01/22 06:00:00+00,2017/02/17 06:00:00+00,2017/04/12 05:00:00+00,2017/05/30 05:00:00+00,2018/04/23 05:00:00+00,TBD,673500,1172923.44,32920,-39453.9,2,678.6435705192
106793,1008994,PB12S427,Aberdeen Ave from Preston Rd to Tulane St,Street Reconstruction 12-627Full Reconstruction of 1200LF of existing pavement.,2012,Street and Transportation,Street Reconstruction,Complete,STS,Luis Montano,,luis.montano@dallascityhall.com,909100,2013/11/12 06:00:00+00,2013/11/12 06:00:00+00,2015/08/07 05:00:00+00,2015/07/06 05:00:00+00,2015/10/28 05:00:00+00,2016/04/26 05:00:00+00,2015/12/14 06:00:00+00,2016/05/16 05:00:00+00,2018/07/13 05:00:00+00,2018/12/13 06:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024/10/06 05:00:00+00,2013/11/12 06:00:00+00,2015/08/07 05:00:00+00,2015/10/28 05:00:00+00,2015/12/14 06:00:00+00,2018/07/13 05:00:00+00,13,909100,916288.82,710951.44,855177.95,13,1241.86151338906
106794,1008995,PB12S428,Beall Street from Dolphin to Dead End,"Build a 700 LF new two lane undivided roadway. Street revised from 2 lane asphalt to 2 lane concrete (L-2-U (B)). This project will provide concrete pavement with curbs, sidewalks, drive approaches, storm drainage, water and wastewater main improvements. Part of Street Group 12-630 ",2012,Street and Transportation,Street Reconstruction,Complete,STS,Mehari Abraha,,mehari.abraha@dallas.gov,365100,2014/02/26 06:00:00+00,2014/02/26 06:00:00+00,2019/06/07 05:00:00+00,2019/06/07 05:00:00+00,2019/10/08 05:00:00+00,2019/10/08 05:00:00+00,2019/11/26 06:00:00+00,2019/11/26 06:00:00+00,2021/06/04 05:00:00+00,2021/06/04 05:00:00+00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024/10/02 05:00:00+00,2014/02/26 06:00:00+00,2019/06/07 05:00:00+00,2019/10/08 05:00:00+00,2019/11/26 06:00:00+00,2021/06/04 05:00:00+00,07,365100,362556.36,916106.5,41684.07,7,868.843692752283
106795,1008996,PB12S429,Berry Trail from Preston Rd to Copperhill Dr,"Paving, drainage, water and wastewater improvements",2012,Street and Transportation,Street Reconstruction,Complete,PBW,Marco Bravo Tafollo,,marco.bravotafolla@dallascityhall.com,753300,2013/09/25 05:00:00+00,2013/09/25 05:00:00+00,2015/02/25 06:00:00+00,2015/02/25 06:00:00+00,2015/05/27 05:00:00+00,2015/05/27 05:00:00+00,2015/10/26 05:00:00+00,2015/10/26 05:00:00+00,,2018/07/02 05:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024/07/27 05:00:00+00,2013/09/25 05:00:00+00,2015/02/25 06:00:00+00,2015/05/27 05:00:00+00,2015/10/26 05:00:00+00,2018/07/02 05:00:00+00,TBD,753300,614951.52,582705.21,597870.12,11,908.380599688688
106796,1008997,PB12S430,Carthage Ln from Chandler Dr to Buckingham Rd (13300 block),,2012,Street and Transportation,Street Reconstruction,Complete,PBW,,,,317600,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024/10/06 05:00:00+00,,,,,,TBD,317600,405332.13,402888.37,426247.99,10,345.267753163467
106797,1008998,PB12S431,Chandler Dr from Carthage Ln to Carthage Ln 12900 to 13100,,2012,Street and Transportation,Street Reconstruction,Complete,STS,,,,1095300,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024/09/04 05:00:00+00,,,,,,TBD,1095300,686586.08,759528.76,796920.04,10,1553.93293102354
106798,1008999,PB12S432,Dahman Cir from Church Rd to end of pavement,,2012,Street and Transportation,Street Reconstruction,Complete,PBW,,,,228800,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023/05/04 05:00:00+00,,,,,,TBD,228800,141361.57,163891.79,176951.44,10,262.208208943101
106799,1009000,PB12S433,Gentle River Dr from end of pavement to Hidden Trail Dr,"Paving, Drainage , Water and Wastewater Improvements",2012,Street and Transportation,Street Reconstruction,Complete,STS,Ashok Patel,,ashok.patel@dallascityhall.com,456400,,,,1970/07/29 05:00:00+00,,1971/05/20 05:00:00+00,,1971/06/09 05:00:00+00,,1973/05/29 05:00:00+00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2025/01/18 06:00:00+00,,1970/07/29 05:00:00+00,1971/05/20 05:00:00+00,1971/06/09 05:00:00+00,1973/05/29 05:00:00+00,TBD,456400,603532.64,365743.09,591990.6,8,641.614075959049
106800,1009001,PB12S434,Heatherdale from Dove Meadow to Abrams,,2012,Street and Transportation,Street Reconstruction,Complete,STS,,,,693700,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023/05/04 05:00:00+00,,,,,,TBD,693700,559853.31,538333.68,565323.15,10,1119.73199225375
106801,1009002,PB12S435,Highland Hills Dr from Simpson Stuart Rd to Bonnie View Rd,"Paving, Drainage, Water and Wastewater Improvements",2012,Street and Transportation,Street Reconstruction,Complete,PBW,Ashok Patel,,ashok.patel@dallascityhall.com,1257600,2013/09/25 05:00:00+00,2013/09/25 05:00:00+00,2015/06/01 05:00:00+00,2015/06/01 05:00:00+00,,1971/05/20 05:00:00+00,2016/04/04 05:00:00+00,2016/04/04 05:00:00+00,2018/04/22 05:00:00+00,2018/04/22 05:00:00+00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2024/08/30 05:00:00+00,2013/09/25 05:00:00+00,2015/06/01 05:00:00+00,1971/05/20 05:00:00+00,2016/04/04 05:00:00+00,2018/04/22 05:00:00+00,TBD,1257600,965688.15,1294804.14,1087871.21,"8,Citywide",1550.94078573261
106802,1009003,PB12S437,JB Jackson from Grand to MLK,Street Reconstruction ,2012,Street and Transportation,Street Reconstruction,Complete,STS,Dhiyaa Tohme,,dhiyaa.tohme@dallas.gov,1095300,2013/12/11 06:00:00+00,2013/12/11 06:00:00+00,2017/04/24 05:00:00+00,2017/04/24 05:00:00+00,2015/04/30 05:00:00+00,2019/08/19 05:00:00+00,2015/09/28 05:00:00+00,2015/09/28 05:00:00+00,2023/08/27 05:00:00+00,2023/08/27 05:00:00+00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024/11/23 06:00:00+00,2013/12/11 06:00:00+00,2017/04/24 05:00:00+00,2015/04/30 05:00:00+00,2015/09/28 05:00:00+00,2023/08/27 05:00:00+00,07,1095300,1606738.91,2061627.32,2362337.05,7,1388.34647630813
106803,1009004,PB12S436,Imperial St from Robert L. Parrish Ave To Montie St,"Part of Street Group 12-638. Build a 400 LF new two lane undivided roadway. Street revised from 2 lane asphalt to 2 lane concrete (L-2-U (B)). This project will provide concrete pavement with curbs, sidewalks, drive approaches, storm drainage, water and wastewater main improvements.  ",2012,Street and Transportation,Street Reconstruction,Complete,STS,Osiris Muhammad,214-948-4541,osiris.muhammad@dallas.gov,584200,2014/03/10 05:00:00+00,2014/03/10 05:00:00+00,2019/06/07 05:00:00+00,2019/06/07 05:00:00+00,2019/10/08 05:00:00+00,2019/10/08 05:00:00+00,2019/12/09 06:00:00+00,2019/12/09 06:00:00+00,2021/10/15 05:00:00+00,2021/10/15 05:00:00+00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024/11/12 06:00:00+00,2014/03/10 05:00:00+00,2019/06/07 05:00:00+00,2019/10/08 05:00:00+00,2019/12/09 06:00:00+00,2021/10/15 05:00:00+00,TBD,584200,476128.43,19237.52,39933.49,7,1006.61255239308
106804,1009005,PB12S438,Langdon Ave from Thurston Dr to Denton Dr,,2012,Street and Transportation,Street Reconstruction,Complete,STS,,,,474000,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/12/14 06:00:00+00,,,,,,TBD,474000,463182.08,79622.03,581235.58,2,791.193759752489
106805,1009006,PB12S439,Mingo Street from Dolphin to Dead End,"Build a 1100 LF new two lane undivided roadway. Street revised from 2 lane asphalt to 2 lane concrete (L-2-U (B)). This project will provide concrete pavement with curbs, sidewalks, drive approaches, and storm drainage improvements.  This project will improve traffic flow and conform with the City paving standards.  Project also includes 200 LF alley section through DART ROW to connect to Terrell Street to the north and eliminate dead end condition.Part of Street Group 12-630",2012,Street and Transportation,Street Reconstruction,Complete,STS,Mehari Abraha,,mehari.abraha@dallas.gov,304300,2014/02/26 06:00:00+00,2014/02/26 06:00:00+00,2019/06/07 05:00:00+00,2019/06/07 05:00:00+00,2019/10/08 05:00:00+00,2019/10/08 05:00:00+00,2019/11/26 06:00:00+00,2019/11/26 06:00:00+00,2021/06/04 05:00:00+00,2021/06/04 05:00:00+00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024/09/04 05:00:00+00,2014/02/26 06:00:00+00,2019/06/07 05:00:00+00,2019/10/08 05:00:00+00,2019/11/26 06:00:00+00,2021/06/04 05:00:00+00,07,304300,76467.69,12612.6,-259620.6,7,1347.73423398845
106806,1009007,PB12S440,Montie St from Imperial St To Junction St,"Part of Street Group 12-638. Build a 1000 LF new two lane undivided roadway. Street revised from 2 lane asphalt to 2 lane concrete (L-2-U (B)). This project will provide concrete pavement with curbs, sidewalks, drive approaches, storm drainage, water and wastewater main improvements.  ",2012,Street and Transportation,Street Reconstruction,Complete,PBW,Osiris Muhammad,214-948-4541,osiris.muhammad@dallas.gov,860400,2014/03/10 05:00:00+00,2014/03/10 05:00:00+00,2019/06/07 05:00:00+00,2019/06/07 05:00:00+00,2019/10/08 05:00:00+00,2019/10/08 05:00:00+00,2019/12/09 06:00:00+00,2019/12/09 06:00:00+00,2021/10/15 05:00:00+00,2021/10/15 05:00:00+00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024/09/04 05:00:00+00,2014/03/10 05:00:00+00,2019/06/07 05:00:00+00,2019/10/08 05:00:00+00,2019/12/09 06:00:00+00,2021/10/15 05:00:00+00,07,860400,976798.88,836100.94,875838.13,7,1455.56234349139
106807,1009008,PB12S441,Red Fern Ln From Coit Rd To Blossomheath Ln,"Paving, drainage, water and wastewater improvements",2012,Street and Transportation,Street Reconstruction,Complete,PBW,Marco Bravo Tafollo,,marco.bravotafolla@dallascityhall.com,601200,2013/09/25 05:00:00+00,2013/09/25 05:00:00+00,2015/02/25 06:00:00+00,2015/02/25 06:00:00+00,2015/05/27 05:00:00+00,2015/05/27 05:00:00+00,2015/10/26 05:00:00+00,2015/10/26 05:00:00+00,,2018/07/02 05:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024/11/23 06:00:00+00,2013/09/25 05:00:00+00,2015/02/25 06:00:00+00,2015/05/27 05:00:00+00,2015/10/26 05:00:00+00,2018/07/02 05:00:00+00,TBD,601200,369281.56,449859.18,461590.75,11,997.205600670083
106808,1009009,PB12S442,Southview Ln From Coit Rd To Blossomheath Ln,"Paving, drainage, water and wastewater improvements",2012,Street and Transportation,Street Reconstruction,Complete,STS,Marco Bravo Tafollo,,marco.bravotafolla@dallascityhall.com,481900,2013/09/25 05:00:00+00,2013/09/25 05:00:00+00,2015/02/25 06:00:00+00,2015/02/25 06:00:00+00,2015/05/27 05:00:00+00,2015/05/27 05:00:00+00,2015/10/26 05:00:00+00,2015/10/26 05:00:00+00,,2018/07/02 05:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2023/05/04 05:00:00+00,2013/09/25 05:00:00+00,2015/02/25 06:00:00+00,2015/05/27 05:00:00+00,2015/10/26 05:00:00+00,2018/07/02 05:00:00+00,TBD,481900,501782.4,397466.98,410925.87,11,797.226006857983
106809,1009010,PB12S443,Spring Grove from Alpha to Coit,Street Reconstruction,2012,Street and Transportation,Street Reconstruction,Complete,PBW,Dhiyaa Tohme,,dhiyaa.tohme@dallas.gov,2255500,2014/09/10 05:00:00+00,2014/09/10 05:00:00+00,2018/01/28 06:00:00+00,2018/01/28 06:00:00+00,2018/06/13 05:00:00+00,2018/06/13 05:00:00+00,2018/07/13 05:00:00+00,2018/07/13 05:00:00+00,2020/05/30 05:00:00+00,2020/05/30 05:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025/02/01 06:00:00+00,2014/09/10 05:00:00+00,2018/01/28 06:00:00+00,2018/06/13 05:00:00+00,2018/07/13 05:00:00+00,2020/05/30 05:00:00+00,TBD,2255500,136285.48,102178.71,2165894.56,11,3490.82227421813
106810,1009011,PB12S444,Superior St from Catherine to W. Clarendon,,2012,Street and Transportation,Street Reconstruction,Complete,STS,,,,807700,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/18 06:00:00+00,,,,,,TBD,807700,1205544.63,66203,1255367.85,1,1233.65036779553
106811,1009012,PB12S445,Sweet Sue Ln from Hidden Valley Dr to Camp Wisdom (E) Rd,"Paving, Drainage, Water and Wastewater Improvements",2012,Street and Transportation,Street Reconstruction,Complete,STS,Ashok Patel,,ashok.patel@dallascityhall.com,974800,,,2015/06/01 05:00:00+00,2015/06/01 05:00:00+00,2015/09/22 05:00:00+00,2015/09/22 05:00:00+00,2016/12/10 06:00:00+00,2016/12/10 06:00:00+00,2018/04/22 05:00:00+00,2018/04/22 05:00:00+00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024/08/30 05:00:00+00,,2015/06/01 05:00:00+00,2015/09/22 05:00:00+00,2016/12/10 06:00:00+00,2018/04/22 05:00:00+00,TBD,974800,1064498.82,888948.81,900262.94,8,1626.17414354033
106812,1009013,PB12S446,Trails End from Berry Trl to Arapaho Rd,"Paving, drainage, water and wastewater improvements",2012,Street and Transportation,Street Reconstruction,Complete,STS,Marco Bravo Tafollo,,marco.bravotafolla@dallascityhall.com,1427500,2013/09/25 05:00:00+00,2013/09/25 05:00:00+00,2015/02/25 06:00:00+00,2015/02/25 06:00:00+00,2015/05/27 05:00:00+00,2015/05/27 05:00:00+00,2015/10/26 05:00:00+00,2015/10/26 05:00:00+00,,2018/07/02 05:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024/10/06 05:00:00+00,2013/09/25 05:00:00+00,2015/02/25 06:00:00+00,2015/05/27 05:00:00+00,2015/10/26 05:00:00+00,2018/07/02 05:00:00+00,TBD,1427500,959086.32,1052989.38,1081309.89,11,2380.74772849879
106813,1009014,PB12S447,Weeburn from Marsh to Mid Pines,Street Reconstruction 12-627Full Reconstruction of 1300LF of existing pavement.,2012,Street and Transportation,Street Reconstruction,Complete,STS,Luis Montano,,luis.montano@dallascityhall.com,752100,2013/11/12 06:00:00+00,2013/11/12 06:00:00+00,2015/08/07 05:00:00+00,2015/07/06 05:00:00+00,2015/10/28 05:00:00+00,2016/04/26 05:00:00+00,2015/12/14 06:00:00+00,2016/05/16 05:00:00+00,2018/07/13 05:00:00+00,2018/12/13 06:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025/01/18 06:00:00+00,2013/11/12 06:00:00+00,2015/08/07 05:00:00+00,2015/10/28 05:00:00+00,2015/12/14 06:00:00+00,2018/07/13 05:00:00+00,13,752100,929189.46,340985.71,8218.92,13,1254.37390253892
