OBJECTID,ProjectNum,ProjectID,Name,Description,ProgramYr,Program,Category,Status,Department,Manager,Phone,Email,BondAmount,DsgnAwardA,DsgnAwardE,DsgnCmpltA,DsgnCmpltE,CnstAwardA,CnstAwardE,CnstStartA,CnstStartE,CnstCmpltA,CnstCmpltE,CD01,CD02,CD03,CD04,CD05,CD06,CD07,CD08,CD09,CD10,CD11,CD12,CD13,CD14,CDCW,LastModDt,DsgnAwardC,DsgnCmpltC,CnstAwardC,CnstStartC,CnstCmpltC,District,OrigBudgeAmt,CurrentBudget,AmountPaid,CurrentCommit,DistrictCurrent,Shape__Length
102513,1020635,PB24Y461,6400 Caracas Dr,ACAPULCO DR to BAR HARBOR DR,2024,Street and Transportation,Street Resurfacing - Local Streets,Remaining To Be Awarded,,,,,146765,,,,,,2025/02/03 06:00:00+00,,2025/02/03 06:00:00+00,,2025/03/17 05:00:00+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/30 06:00:00+00,,,2025/02/03 06:00:00+00,2025/02/03 06:00:00+00,2025/03/17 05:00:00+00,03,146765,146765,0,0,3,366.332932223699
102514,1020636,PB24Y462,6600 Divot Cir,EOP to PUTTING GREEN DR,2024,Street and Transportation,Street Resurfacing - Local Streets,Remaining To Be Awarded,,,,,134257,,,,,,2025/04/01 05:00:00+00,,2025/04/01 05:00:00+00,,2025/05/13 05:00:00+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/30 06:00:00+00,,,2025/04/01 05:00:00+00,2025/04/01 05:00:00+00,2025/05/13 05:00:00+00,03,134257,0,0,0,3,151.38555187933
102515,1020637,PB24Y463,6600-6700 Putting Green Dr,MEDALIST DR to NIBLICK CIR,2024,Street and Transportation,Street Resurfacing - Local Streets,Remaining To Be Awarded,,,,,299133,,,,,,2025/04/01 05:00:00+00,,2025/04/01 05:00:00+00,,2025/05/13 05:00:00+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/30 06:00:00+00,,,2025/04/01 05:00:00+00,2025/04/01 05:00:00+00,2025/05/13 05:00:00+00,03,299133,0,0,0,3,748.237556213626
102516,1020638,PB24Y464,7700-7800 Aurora St,Hillburn Dr to Prichard,2024,Street and Transportation,Street Resurfacing - Local Streets,Remaining To Be Awarded,,,,,508762,,,,,,2025/02/03 06:00:00+00,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2025/01/29 06:00:00+00,,,2025/02/03 06:00:00+00,,,05,508762,0,0,0,5,1271.47715179956
102517,1020639,PB24Y465,8400-8500 Del Monte Dr,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,421531,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,05,421531,0,0,0,5,1054.18211690691
102518,1020640,PB24Y466,8600-8700 Eldon Dr,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,508762,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,05,508762,0,0,0,5,1271.20798449254
102519,1020641,PB24Y467,8800 Bearden Ln,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,82194,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,05,82194,0,0,0,5,333.630216204247
102520,1020642,PB24Y468,3010-3210 Millerdale Ln & 7101-7119 Scyene Rd (A04254),,2024,Street and Transportation,Unimproved Alley Construction,Remaining To Be Awarded,,,,,360381,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2025/01/14 06:00:00+00,,,,,,05,360381,0,0,0,5,786.104546522986
102521,1020643,PB24Y469,3403-3517 Urban Ave & 7118 Day St (A04329),,2024,Street and Transportation,Unimproved Alley Construction,Remaining To Be Awarded,,,,,247130,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2025/01/14 06:00:00+00,,,,,,05,247130,0,0,0,5,539.097291430185
102522,1020644,PB24Y470,2700 Bakersfield St,Project Group 24-4002,2024,Street and Transportation,Unimproved Street Construction,Remaining To Be Awarded,,Hani Jaser,2149484124,hani.jaser@dallas.gov,840947,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/16 06:00:00+00,,,,,,03,840947,0,0,0,3,513.827412107494
102523,1020852,TP24Y081,I-30 East Deep Ellum/ Fair Park Street Grid Improvements,,2024,Street and Transportation,Partnership Project - Prospective,,,,,,6900000,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2024/08/27 05:00:00+00,,,,,,"07,02",6900000,0,0,0,"2,7",8293.72686935821
102524,1020854,TP24Y099,Peaks Addition Historic Lighting,,2024,Street and Transportation,Street Lighting,,,,,,1323100,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/08/27 05:00:00+00,,,,,,02,1323100,0,0,0,2,19584.0655811413
102525,1020856,TP24Y101,Uptown - Woodall Rodgers to Olive,,2024,Street and Transportation,Street Lighting,,,,,,544192,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/10/06 05:00:00+00,,,,,,14,544192,55000,0,0,14,7234.16381384175
102526,1020857,TP24Y436,Skillman Street from Live Oak St to E Mockingbird Ln,,2024,Street and Transportation,Vision Zero/Safety,,,,,,500000,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/10/06 05:00:00+00,,,,,,14,500000,50000,0,0,14,9566.40267885741
102527,1020860,TP24Y471,Abrams Road from Gaston Ave to Richmond Ave,,2024,Street and Transportation,Vision Zero/Safety,,,,,,86592,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/10/06 05:00:00+00,,,,,,14,86592,86592,0,0,14,1432.85645547524
