OBJECTID,ProjectNum,ProjectID,Name,Description,ProgramYr,Program,Category,Status,Department,Manager,Phone,Email,BondAmount,DsgnAwardA,DsgnAwardE,DsgnCmpltA,DsgnCmpltE,CnstAwardA,CnstAwardE,CnstStartA,CnstStartE,CnstCmpltA,CnstCmpltE,CD01,CD02,CD03,CD04,CD05,CD06,CD07,CD08,CD09,CD10,CD11,CD12,CD13,CD14,CDCW,LastModDt,DsgnAwardC,DsgnCmpltC,CnstAwardC,CnstStartC,CnstCmpltC,District,OrigBudgeAmt,CurrentBudget,AmountPaid,CurrentCommit,DistrictCurrent,Shape__Length
47553,1011855,PB17V192,W 12th St from Briscoe Blvd to Hampton Rd,Local Street Reconstruction with concrete pavement ,2017,Street and Transportation,Street Reconstruction Local Streets,Under Design,PBW,Hossein Kheiri,,hossein.kheiri@dallas.gov,601990,2019/01/09 06:00:00+00,2019/01/09 06:00:00+00,,2024/10/31 05:00:00+00,,2025/02/26 06:00:00+00,,2025/07/31 05:00:00+00,,2027/10/12 05:00:00+00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2019/01/09 06:00:00+00,2024/10/31 05:00:00+00,2025/02/26 06:00:00+00,2025/07/31 05:00:00+00,2027/10/12 05:00:00+00,01,601991,375776.24,43596.18,100313.22,1,610.87131693668
47554,1011857,PB17V194,Bradford Drive,Bradford Drive street reconstruction project from Maple Springs Blvd to Hedgerow Drive.  About 2400 linear feet of 24 feet wide concrete and asphalt pavement to be replaced by 26 feet wide six inch concrete pavement with accompanying drainage and storm sewer replacements and upgrades.  2400 feet of four inch water main also to be replaced by eight inch water main.,2017,Street and Transportation,Street Reconstruction Local Streets,Under Construction,PBW,Haider Twayej,,haider.twayej@dallas.gov,1944975,2018/12/12 06:00:00+00,2018/12/12 06:00:00+00,,2023/05/31 05:00:00+00,2023/09/27 05:00:00+00,2023/09/27 05:00:00+00,2024/10/21 05:00:00+00,2024/10/21 05:00:00+00,,2026/09/25 05:00:00+00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/12/12 06:00:00+00,2023/05/31 05:00:00+00,2023/09/27 05:00:00+00,2024/10/21 05:00:00+00,2026/09/25 05:00:00+00,02,1944975,575477.27,149996.51,2207783.41,2,2293.68691272609
47555,1011861,PB17V198,10th St from I-35 to Clarendon Dr,"This Project is in the 10th Street Historic District and is contiguous to the Oak Cliff Cemetery. The project consists of paving and drainage improvements of approximately 1422 linear feet of 26-foot-wide reinforced concrete pavement, with water and sewer improvements, retaining walls, and 5' sidewalks where feasible.",2017,Street and Transportation,Street Reconstruction Local Streets,Under Design,PBW,Osiris Muhammad,214-948-4541,osiris.muhammad@dallas.gov,3252260,2019/06/26 05:00:00+00,2019/06/26 05:00:00+00,,2024/11/07 06:00:00+00,,2025/03/26 05:00:00+00,,2025/04/28 05:00:00+00,,2026/07/22 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2019/06/26 05:00:00+00,2024/11/07 06:00:00+00,2025/03/26 05:00:00+00,2025/04/28 05:00:00+00,2026/07/22 05:00:00+00,04,3252260,1125767.72,205978.9,3727540.8,4,1540.82683871753
47556,1011864,PB17V201,Marfa Ave from Fernwood Ave to S Lancaster Rd,"Part of Street Reconstruction Group 17-4006. Scope includes street reconstruction of Marfa Ave. for approximately 1300 linear feet of 6â€ thick, reinforced concrete pavement, curb and gutter, replace four existing curb inlets and a portion of the storm drainage system, sidewalk and other miscellaneous items necessary to complete the project.",2017,Street and Transportation,Street Reconstruction Local Streets,Under Design,PBW,Rebecca Carr,214-948-4570,rebecca.carr@dallas.gov,1245849,,2024/04/24 05:00:00+00,,2025/09/19 05:00:00+00,,2025/10/22 05:00:00+00,,2027/01/22 06:00:00+00,,2027/09/30 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2024/04/24 05:00:00+00,2025/09/19 05:00:00+00,2025/10/22 05:00:00+00,2027/01/22 06:00:00+00,2027/09/30 05:00:00+00,04,1245849,111845.16,34543,162544.52,4,1277.7251245273
47557,1011867,PB17V203,Montague Ave from Yewpon Ave to Ramona,"This is part of Street Reconstruction Group 17-4009. Street reconstruction of Montague Avenue for approximately 1285 LF of 6"" thick 4000 psi reinforced concrete pavement, curb and gutter, improving the storm drainage system, sidewalk and other miscellaneous items necessary to complete the project. Construction is 14% complete.",2017,Street and Transportation,Street Reconstruction Local Streets,Under Construction,PBW,Gilberto Arvizu,214-948-4441,gilberto.arvizu@dallas.gov,1047320,2019/04/24 05:00:00+00,2019/04/24 05:00:00+00,2023/02/07 06:00:00+00,2023/02/07 06:00:00+00,2023/06/14 05:00:00+00,2023/06/14 05:00:00+00,2023/10/16 05:00:00+00,2023/10/16 05:00:00+00,,2025/07/31 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2019/04/24 05:00:00+00,2023/02/07 06:00:00+00,2023/06/14 05:00:00+00,2023/10/16 05:00:00+00,2025/07/31 05:00:00+00,04,1047320,2771492.61,298340.37,1341250.05,4,1286.41850654706
47558,1011872,PB17V209,Nagle St from Denton Dr to Overlake Dr,Part of Street Reconstruction Group 17-6004. 1190 Linear Feet and 36 feet wide of new 10-inch reinforced concrete pavement. ,2017,Street and Transportation,Street Reconstruction Local Streets,Under Construction,PBW,Rebecca Carr,214-948-4570,rebecca.carr@dallas.gov,1125377,2019/01/09 06:00:00+00,2019/01/09 06:00:00+00,2023/03/21 05:00:00+00,2023/03/21 05:00:00+00,2023/08/09 05:00:00+00,2023/08/09 05:00:00+00,2024/04/08 05:00:00+00,2024/04/08 05:00:00+00,,2025/06/02 05:00:00+00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2019/01/09 06:00:00+00,2023/03/21 05:00:00+00,2023/08/09 05:00:00+00,2024/04/08 05:00:00+00,2025/06/02 05:00:00+00,06,1125377,3702056.68,187525.51,1857942.81,6,997.897860993135
47559,1011873,PB17V210,Shaw St from Navaro St to Harston St,"Street Reconstruction 17-6007 - Full reconstructionDesign awarded to Bridgefarmer & Associates.Contractor: CaminoThis street (PB17V210) includes a 1180-feet long concrete pavement, a 50-feet wide right-of-way, 4-feet wide sidewalks, a 1153-foot 8"" wastewater pipe replacement, four inlets and a 527-foot 24"" storm sewer pipe replacement. Time Schedule - 420 calendar days for entire contract including both streets",2017,Street and Transportation,Street Reconstruction Local Streets,Under Construction,PBW,Daryoush Mahjoob,,daryoush.mahjoob@dallas.gov,978855,2018/11/28 06:00:00+00,2018/11/28 06:00:00+00,,2023/05/30 05:00:00+00,2023/09/27 05:00:00+00,2023/09/27 05:00:00+00,,2024/02/20 06:00:00+00,,2025/05/27 05:00:00+00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/11/28 06:00:00+00,2023/05/30 05:00:00+00,2023/09/27 05:00:00+00,2024/02/20 06:00:00+00,2025/05/27 05:00:00+00,06,978855,2886244.25,1102845.98,1518335.52,6,1202.49587606833
47560,1011876,PB17V212,Myers Cir from Myers Cir to Elam Rd,Part of Street Reconstruction Group 17-8002. Local Streets ,2017,Street and Transportation,Street Reconstruction Local Streets,Under Construction,PBW,Hossein Kheiri,,hossein.kheiri@dallas.gov,1029459,2018/11/28 06:00:00+00,2018/11/28 06:00:00+00,,2022/06/10 05:00:00+00,2022/09/28 05:00:00+00,2022/09/28 05:00:00+00,,2024/08/14 05:00:00+00,,2025/07/31 05:00:00+00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/11/28 06:00:00+00,2022/06/10 05:00:00+00,2022/09/28 05:00:00+00,2024/08/14 05:00:00+00,2025/07/31 05:00:00+00,08,1029460,1089450.74,174993.59,1073823.54,8,564.096416069427
47561,1011883,PB17V220,Rolling Rock Ln from Hackney Ln to Fern Hollow Dr,Street Reconstruction Local Street,2017,Street and Transportation,Street Reconstruction Local Streets,Under Construction,PBW,Mohanad Habib,,mohanad.habib@dallas.gov,525396,2018/11/28 06:00:00+00,2018/11/28 06:00:00+00,2022/07/01 05:00:00+00,2022/07/25 05:00:00+00,2022/11/09 06:00:00+00,2022/11/09 06:00:00+00,2023/06/26 05:00:00+00,2023/06/26 05:00:00+00,,2025/01/31 06:00:00+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2025/02/01 06:00:00+00,2018/11/28 06:00:00+00,2022/07/01 05:00:00+00,2022/11/09 06:00:00+00,2023/06/26 05:00:00+00,2025/01/31 06:00:00+00,10,525397,2429260.22,781243.24,1256535.81,10,465.827707416033
47562,1011886,PB17V223,Currin Dr from St Michaels Dr to Pebbledowne Dr,Part of Street Reconstruction Group 17-1104. This project consists of  the reconstruction of 26-feet concrete pavement.  ,2017,Street and Transportation,Street Reconstruction Local Streets,Under Construction,PBW,Hani Jaser,2149484124,hani.jaser@dallas.gov,809511,2019/01/09 06:00:00+00,2019/01/09 06:00:00+00,,2023/02/22 06:00:00+00,2023/08/09 05:00:00+00,2023/08/09 05:00:00+00,2024/03/11 05:00:00+00,2024/03/11 05:00:00+00,,2025/05/07 05:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025/02/01 06:00:00+00,2019/01/09 06:00:00+00,2023/02/22 06:00:00+00,2023/08/09 05:00:00+00,2024/03/11 05:00:00+00,2025/05/07 05:00:00+00,11,809511,1681919,69789.57,796255.44,11,993.900646290385
47563,1011887,PB17V224,Hughes Ln from Wilderness Ct to Preston Rd,Group Number: 17-1105,2017,Street and Transportation,Street Reconstruction Local Streets,Under Construction,PBW,Christian Poole,,christian.poole@dallas.gov,925108,2019/02/13 06:00:00+00,2019/02/13 06:00:00+00,,2024/08/30 05:00:00+00,,2024/12/11 06:00:00+00,,2025/03/10 05:00:00+00,,2026/03/10 05:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025/02/01 06:00:00+00,2019/02/13 06:00:00+00,2024/08/30 05:00:00+00,2024/12/11 06:00:00+00,2025/03/10 05:00:00+00,2026/03/10 05:00:00+00,11,925108,356973.91,94259,989456.75,11,1135.65638127451
47564,1011889,PB17V225,Meadow Park Dr from Stone Canyon Rd to Regal Park Ln,Part of Street Reconstruction Group 17-1104. This project consists of  the reconstruction of 26-feet concrete pavement.  ,2017,Street and Transportation,Street Reconstruction Local Streets,Under Construction,PBW,Hani Jaser,2149484124,hani.jaser@dallas.gov,775443,2019/01/09 06:00:00+00,2019/01/09 06:00:00+00,,2023/02/22 06:00:00+00,2023/08/09 05:00:00+00,2024/02/12 06:00:00+00,2024/03/11 05:00:00+00,2024/03/11 05:00:00+00,,2025/05/07 05:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025/02/01 06:00:00+00,2019/01/09 06:00:00+00,2023/02/22 06:00:00+00,2023/08/09 05:00:00+00,2024/03/11 05:00:00+00,2025/05/07 05:00:00+00,11,775444,2359745.38,376969.06,1203626.96,11,618.98839128021
47565,1011890,PB17V227,Northcreek Ln from L B J Serv N to End of Pavement,Street Reconstruction 17-1103 - Full reconstructionDesign awarded to ARS Engineers - The design is 100% complete.,2017,Street and Transportation,Street Reconstruction Local Streets,Under Construction,PBW,Adan Frias,214-948-4228,adan.frias@dallas.gov,794462,2019/02/13 06:00:00+00,2019/02/13 06:00:00+00,,2023/06/25 05:00:00+00,,2023/09/27 05:00:00+00,,2024/03/04 06:00:00+00,,2025/06/30 05:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025/02/01 06:00:00+00,2019/02/13 06:00:00+00,2023/06/25 05:00:00+00,2023/09/27 05:00:00+00,2024/03/04 06:00:00+00,2025/06/30 05:00:00+00,11,794462,1527619.89,59573.19,824769.12,11,635.487992852067
47566,1011900,PB17V237,Kernack St from Phinney Ave to Burns Ave,Local Street Reconstruction with Concrete Pavement  ,2017,Street and Transportation,Street Reconstruction Local Streets,Under Design,PBW,Hossein Kheiri,,hossein.kheiri@dallas.gov,759785,2019/01/09 06:00:00+00,2019/01/09 06:00:00+00,,2024/10/31 05:00:00+00,,2025/02/26 06:00:00+00,,2025/07/31 05:00:00+00,,2027/10/12 05:00:00+00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2019/01/09 06:00:00+00,2024/10/31 05:00:00+00,2025/02/26 06:00:00+00,2025/07/31 05:00:00+00,2027/10/12 05:00:00+00,01,759785,288172.86,56745.15,138943.86,1,922.48236521928
47567,1011901,PB17V238,N Lancaster Ave from E. Colorado Blvd to Addison St,"Street Reconstruction 17-1010 - Full Reconstruction; The project consists of engineering and reconstructing approximately 450 linear feet of N. Lancaster Avenue from E. Colorado Blvd. to Addison Street in Dallas, Texas. The reconstructed pavement will consist of reinforced concrete pavement and that the same alignment (no widening) will be used for this pavement, including the construction of driveways, storm sewer and other miscellaneous items necessary to complete the project in accordance with the plans and specifications.Design awarded to MV Engineering -  This project was on hold for almost 2 years to accommodate the scope of work with the Developer Cienda Group. ",2017,Street and Transportation,Street Reconstruction Local Streets,Under Construction,PBW,Shawn White,,shawn.white@dallas.gov,414430,2018/12/12 06:00:00+00,2018/11/14 06:00:00+00,2024/05/31 05:00:00+00,2024/05/21 05:00:00+00,2024/09/25 05:00:00+00,2024/09/25 05:00:00+00,,2025/02/03 06:00:00+00,,2025/12/31 06:00:00+00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/12/12 06:00:00+00,2024/05/31 05:00:00+00,2024/09/25 05:00:00+00,2025/02/03 06:00:00+00,2025/12/31 06:00:00+00,01,414430,288091,35407.21,670665.36,1,440.70268024134
47568,1011905,PB17V244,Waneta Dr from Robin Rd to Inwood Rd,Street Reconstruction with concrete pavement ,2017,Street and Transportation,Street Reconstruction Local Streets,Under Design,PBW,Hossein Kheiri,,hossein.kheiri@dallas.gov,366471,2019/01/09 06:00:00+00,2019/01/09 06:00:00+00,,2024/10/31 05:00:00+00,,2025/02/26 06:00:00+00,,2025/07/31 05:00:00+00,,2027/10/12 05:00:00+00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2019/01/09 06:00:00+00,2024/10/31 05:00:00+00,2025/02/26 06:00:00+00,2025/07/31 05:00:00+00,2027/10/12 05:00:00+00,02,366471,313397.06,29361.67,67729.15,2,449.750391089339
47569,1011914,PB17V251,Marfa Ave from Biglow St to Easter Ave,"Part of Street Reconstruction Group 17-4006. Scope includes street reconstruction of Marfa Ave. for approximately 800 linear feet of 6â€ thick, reinforced concrete pavement, curb and gutter, replace two existing curb inlets and a new storm drainage system, sidewalk and other miscellaneous items necessary to complete the project.",2017,Street and Transportation,Street Reconstruction Local Streets,Under Design,PBW,Rebecca Carr,214-948-4570,rebecca.carr@dallas.gov,856554,,2024/04/24 05:00:00+00,,2025/09/19 05:00:00+00,,2025/10/22 05:00:00+00,,2027/01/23 06:00:00+00,,2027/09/30 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2024/04/24 05:00:00+00,2025/09/19 05:00:00+00,2025/10/22 05:00:00+00,2027/01/23 06:00:00+00,2027/09/30 05:00:00+00,04,856554,65567.36,22692,106348.88,4,800.414121147309
47570,1011916,PB17V253,Vanette Ln from Fitzsimmons Dr to S Marsalis Ave,"This is part of Street Reconstruction Group 17-4009. Street reconstruction of Vanette Lane for approximately 705 LF of 6"" thick 4000 psi reinforced concrete pavement, curb and gutter, improving the storm drainage system, sidewalk and other miscellaneous items necessary to complete the project. Construction is 85% complete.",2017,Street and Transportation,Street Reconstruction Local Streets,Under Construction,PBW,Gilberto Arvizu,214-948-4441,gilberto.arvizu@dallas.gov,561117,2019/04/24 05:00:00+00,2019/04/24 05:00:00+00,2023/02/07 06:00:00+00,2023/02/07 06:00:00+00,2023/06/14 05:00:00+00,2023/06/14 05:00:00+00,2023/10/16 05:00:00+00,2023/10/16 05:00:00+00,,2025/07/31 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2019/04/24 05:00:00+00,2023/02/07 06:00:00+00,2023/06/14 05:00:00+00,2023/10/16 05:00:00+00,2025/07/31 05:00:00+00,04,561118,1558571.46,563018.63,725180.82,4,688.730498966708
47571,1011920,PB17V257,Geraldine DR from Kendale Dr to Lombardy Ln,Part of Street Reconstruction Group 17-6004. 1000 Linear Feet and 26 feet wide of new 6-inch reinforced concrete pavement. ,2017,Street and Transportation,Street Reconstruction Local Streets,Under Construction,PBW,Rebecca Carr,214-948-4570,rebecca.carr@dallas.gov,851847,2019/01/09 06:00:00+00,2019/01/09 06:00:00+00,2023/03/21 05:00:00+00,2023/03/21 05:00:00+00,2023/08/09 05:00:00+00,2023/08/09 05:00:00+00,2024/04/08 05:00:00+00,2024/04/08 05:00:00+00,,2025/06/02 05:00:00+00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025/02/05 06:00:00+00,2019/01/09 06:00:00+00,2023/03/21 05:00:00+00,2023/08/09 05:00:00+00,2024/04/08 05:00:00+00,2025/06/02 05:00:00+00,06,851847,2450156.69,418854.71,1250968.06,6,1045.74055475401
47572,1011938,PB17V276,Brookshire Dr from Orchid Ln to Brookshire Cir,Part of Street Reconstruction Group 17-1104. This project consists of  the reconstruction of 26-feet concrete pavement.  ,2017,Street and Transportation,Street Reconstruction Local Streets,Under Construction,PBW,Hani Jaser,2149484124,hani.jaser@dallas.gov,316032,2019/01/09 06:00:00+00,2019/01/09 06:00:00+00,,2023/02/22 06:00:00+00,2023/08/09 05:00:00+00,2023/08/09 05:00:00+00,2024/03/11 05:00:00+00,2024/03/11 05:00:00+00,,2025/05/07 05:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025/02/01 06:00:00+00,2019/01/09 06:00:00+00,2023/02/22 06:00:00+00,2023/08/09 05:00:00+00,2024/03/11 05:00:00+00,2025/05/07 05:00:00+00,11,316032,926059.48,45526.9,444594.42,11,387.896366706633
47573,1011941,PB17V278,Currin Dr from Pebbledowne Dr to End of Pavement,Part of Street Reconstruction Group 17-1104. This project consists of  the reconstruction of 26-feet concrete pavement.  ,2017,Street and Transportation,Street Reconstruction Local Streets,Under Construction,PBW,Hani Jaser,2149484124,hani.jaser@dallas.gov,184889,2019/01/09 06:00:00+00,2019/01/09 06:00:00+00,,2023/02/22 06:00:00+00,2023/08/09 05:00:00+00,2023/08/09 05:00:00+00,2024/03/11 05:00:00+00,2024/03/11 05:00:00+00,,2025/05/07 05:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025/02/01 06:00:00+00,2019/01/09 06:00:00+00,2023/02/22 06:00:00+00,2023/08/09 05:00:00+00,2024/03/11 05:00:00+00,2025/05/07 05:00:00+00,11,184890,810346.3,45069.44,287510.55,11,226.602340918443
47574,1011942,PB17V279,Edelweiss Cir from Hillcrest Rd to End of Pavement,Street Reconstruction Group Number: 17-1105,2017,Street and Transportation,Street Reconstruction Local Streets,Under Construction,PBW,Christian Poole,,christian.poole@dallas.gov,356383,2019/01/09 06:00:00+00,2019/01/09 06:00:00+00,,2024/08/30 05:00:00+00,,2024/12/11 06:00:00+00,,2025/03/10 05:00:00+00,,2026/03/10 05:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025/02/01 06:00:00+00,2019/01/09 06:00:00+00,2024/08/30 05:00:00+00,2024/12/11 06:00:00+00,2025/03/10 05:00:00+00,2026/03/10 05:00:00+00,11,356384,255373.75,39831.49,441760.42,11,253.294747476328
47575,1011943,PB17V280,Greenhollow Ln from Coit Rd to Sapling Way,"In-house design; Street Reconstruction Group 17-1105",2017,Street and Transportation,Street Reconstruction Local Streets,Under Design,PBW,Michael Athanasius,,michael.athanasius@dallas.gov,469004,2019/04/10 05:00:00+00,2019/04/10 05:00:00+00,,2025/05/08 05:00:00+00,,2025/05/28 05:00:00+00,,2025/08/04 05:00:00+00,,2026/06/20 05:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025/02/01 06:00:00+00,2019/04/10 05:00:00+00,2025/05/08 05:00:00+00,2025/05/28 05:00:00+00,2025/08/04 05:00:00+00,2026/06/20 05:00:00+00,11,469004,287060.97,0,82847.9,11,575.781929870079
47576,1011944,PB17V281,Sapling Way from Clearsprings Rd to Greenhollow Ln,"In-house design; Street Reconstruction Group 17-1105",2017,Street and Transportation,Street Reconstruction Local Streets,Under Design,PBW,Michael Athanasius,,michael.athanasius@dallas.gov,245913,2019/04/10 05:00:00+00,2019/04/10 05:00:00+00,,2025/02/08 06:00:00+00,,2025/05/28 05:00:00+00,,2025/06/26 05:00:00+00,,2026/06/26 05:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025/02/01 06:00:00+00,2019/04/10 05:00:00+00,2025/02/08 06:00:00+00,2025/05/28 05:00:00+00,2025/06/26 05:00:00+00,2026/06/26 05:00:00+00,11,245913,338521.83,0,117139.84,11,301.95216148067
47577,1011950,PB17V287,Adair St from Cobb St to 500 Ft North Of Cobb St,Street Reconstruction Project 17-1404,2017,Street and Transportation,Street Reconstruction Local Streets,Under Design,PBW,Michael Athanasius,,michael.athanasius@dallas.gov,81530,2019/04/10 05:00:00+00,2019/04/10 05:00:00+00,,2025/05/08 05:00:00+00,,2025/09/24 05:00:00+00,,2025/11/24 06:00:00+00,,2026/11/24 06:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/02/01 06:00:00+00,2019/04/10 05:00:00+00,2025/05/08 05:00:00+00,2025/09/24 05:00:00+00,2025/11/24 06:00:00+00,2026/11/24 06:00:00+00,14,81530,106086.25,5465.8,58590.91,14,487.459704732293
47578,1011951,PB17V288,Cobb St from Cobb St to Adair St,Street Reconstruction Project 17-1404,2017,Street and Transportation,Street Reconstruction Local Streets,Under Design,PBW,Michael Athanasius,,michael.athanasius@dallas.gov,110305,2019/04/10 05:00:00+00,2019/04/10 05:00:00+00,,2025/05/08 05:00:00+00,,2025/09/24 05:00:00+00,,2025/11/24 06:00:00+00,,2026/10/10 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/02/01 06:00:00+00,2019/04/10 05:00:00+00,2025/05/08 05:00:00+00,2025/09/24 05:00:00+00,2025/11/24 06:00:00+00,2026/10/10 05:00:00+00,14,110306,96965.19,4128.2,41099.53,14,220.020331874061
47579,1011952,PB17V289,Concho St from Richmond Ave to Belmont Ave,Street Reconstruction Project 17-1406,2017,Street and Transportation,Street Reconstruction Local Streets,Under Construction,PBW,Michael Athanasius,,michael.athanasius@dallas.gov,393262,2019/04/10 05:00:00+00,2019/04/10 05:00:00+00,,2024/03/21 05:00:00+00,,2024/06/26 05:00:00+00,,2024/10/21 05:00:00+00,,2025/10/21 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/02/01 06:00:00+00,2019/04/10 05:00:00+00,2024/03/21 05:00:00+00,2024/06/26 05:00:00+00,2024/10/21 05:00:00+00,2025/10/21 05:00:00+00,14,393262,258863.38,33326.9,601754.96,14,482.75318590955
47580,1011953,PB17V290,Gilbert Ave from Oak Lawn Ave to Reagan St,Street Reconstruction Project 17-1406,2017,Street and Transportation,Street Reconstruction Local Streets,Under Construction,PBW,Michael Athanasius,,michael.athanasius@dallas.gov,425675,2019/04/10 05:00:00+00,2019/04/10 05:00:00+00,,2024/03/21 05:00:00+00,,2024/06/26 05:00:00+00,,2024/10/21 05:00:00+00,,2025/10/21 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/02/01 06:00:00+00,2019/04/10 05:00:00+00,2024/03/21 05:00:00+00,2024/06/26 05:00:00+00,2024/10/21 05:00:00+00,2025/10/21 05:00:00+00,14,425676,229505.67,32351.46,694400.81,14,452.630778040896
47581,1011954,PB17V291,San Jacinto St from N Pearl St to Crockett St,Street Reconstruction Project 17-1404,2017,Street and Transportation,Street Reconstruction Local Streets,Under Design,PBW,Michael Athanasius,,michael.athanasius@dallas.gov,423691,2019/04/10 05:00:00+00,2019/04/10 05:00:00+00,,2025/05/08 05:00:00+00,,2025/09/24 05:00:00+00,,2025/11/24 06:00:00+00,,2026/11/24 06:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/02/01 06:00:00+00,2019/04/10 05:00:00+00,2025/05/08 05:00:00+00,2025/09/24 05:00:00+00,2025/11/24 06:00:00+00,2026/11/24 06:00:00+00,14,423691,267129.47,42703.52,101764.39,14,410.229727581928
47582,1011955,PB17V292,Clarendon Dr (2-28' Lanes) from Ewing to Upton,Street reconstruction.,2017,Street and Transportation,Street Reconstruction Thoroughfares,Under Design,PBW,Horacio Pizzarello,214.948.5350 ,horacio.pizzarello@dallas.gov,1715657,2020/05/13 05:00:00+00,2020/05/13 05:00:00+00,,2025/02/24 06:00:00+00,,2025/05/07 05:00:00+00,,2025/07/07 05:00:00+00,,2028/05/28 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2020/05/13 05:00:00+00,2025/02/24 06:00:00+00,2025/05/07 05:00:00+00,2025/07/07 05:00:00+00,2028/05/28 05:00:00+00,04,1715657,0,0,13263.64,4,550.099810363294
47583,1011961,PB17V297,Lemmon Ave E from Lemmon Ave E to Oak Grove Ave,Street Reconstruction Thoroughfares PB17V297,2017,Street and Transportation,Street Reconstruction Thoroughfares,Under Design,PBW,Curran Stokes,,curran.stokes@dallas.gov,577490,,2021/09/22 05:00:00+00,,2025/01/20 06:00:00+00,,2025/04/23 05:00:00+00,,2025/07/07 05:00:00+00,,2026/07/07 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/02/01 06:00:00+00,2021/09/22 05:00:00+00,2025/01/20 06:00:00+00,2025/04/23 05:00:00+00,2025/07/07 05:00:00+00,2026/07/07 05:00:00+00,14,577490,156185.37,175673.74,290426.28,14,791.248267055361
47584,1011962,PB17V299,N Fitzhugh Ave from McKinney Ave to Cole Ave,Street Reconstruction Project 17-1406,2017,Street and Transportation,Street Reconstruction Thoroughfares,Under Design,PBW,Michael Athanasius,,michael.athanasius@dallas.gov,956033,2019/04/10 05:00:00+00,2019/04/10 05:00:00+00,,2025/08/19 05:00:00+00,,2025/08/19 05:00:00+00,,2025/11/03 06:00:00+00,,2027/05/03 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/02/01 06:00:00+00,2019/04/10 05:00:00+00,2025/08/19 05:00:00+00,2025/08/19 05:00:00+00,2025/11/03 06:00:00+00,2027/05/03 05:00:00+00,14,956033,419273.35,56818.71,148762.1,14,462.176619003146
47585,1011963,PB17V301,N Munger Blvd from Junius St to Gaston Ave,Street Reconstruction Group Number: 17-1410,2017,Street and Transportation,Street Reconstruction Thoroughfares,Under Construction,PBW,Michael Athanasius,,michael.athanasius@dallas.gov,848539,2019/06/12 05:00:00+00,2019/06/12 05:00:00+00,2022/05/29 05:00:00+00,2022/05/29 05:00:00+00,2023/03/08 06:00:00+00,2023/03/08 06:00:00+00,,2024/12/14 06:00:00+00,,2025/10/31 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025/02/01 06:00:00+00,2019/06/12 05:00:00+00,2022/05/29 05:00:00+00,2023/03/08 06:00:00+00,2024/12/14 06:00:00+00,2025/10/31 05:00:00+00,14,848540,2557465.7,631552.32,1587554.91,14,451.534557385632
